Time, Air Quality
02-14 15:20,5173
02-14 15:30,5527
02-14 15:40,5792
02-14 15:50,5935
02-14 16:00,6098
02-14 16:10,6304
02-14 16:20,6447
02-14 16:30,6604
02-14 16:40,6681
02-14 16:50,6719
02-14 17:00,6883
02-14 17:10,6824
02-14 17:20,7002
02-14 17:30,7086
02-14 17:40,7067
02-14 17:50,7228
02-14 18:00,7191
02-14 18:10,7345
02-14 18:20,7283
02-14 18:30,7397
02-14 18:40,7301
02-14 18:50,7349
02-14 19:00,7380
02-14 19:10,7352
02-14 19:20,7367
02-14 19:30,7336
02-14 19:40,7395
02-14 19:50,7344
02-14 20:00,7283
02-14 20:10,7357
02-14 20:20,7245
02-14 20:30,7383
02-14 20:40,7279
02-14 20:50,7386
02-14 21:00,7365
02-14 21:10,7386
02-14 21:20,7279
02-14 21:30,7336
02-14 21:40,7252
02-14 21:50,7293
02-14 22:00,7157
02-14 22:10,7274
02-14 22:20,7173
02-14 22:30,7169
02-14 22:40,7190
02-14 22:50,7094
02-14 23:00,7043
02-14 23:10,7080
02-14 23:20,6991
02-14 23:30,6945
02-14 23:40,6978
02-14 23:50,6843
02-15 00:00,6946
02-15 00:10,6839
02-15 00:20,6863
02-15 00:30,6851
02-15 00:40,6824
02-15 00:50,6774
02-15 01:00,6777
02-15 01:10,6627
02-15 01:20,6698
02-15 01:30,6522
02-15 01:40,6595
02-15 01:50,6480
02-15 02:00,6442
02-15 02:10,6421
02-15 02:20,6376
02-15 02:31,6394
02-15 02:41,6434
02-15 02:51,6397
02-15 03:01,6393
02-15 03:11,6462
02-15 03:21,6357
02-15 03:31,6393
02-15 03:41,6426
02-15 03:51,6411
02-15 04:01,6483
02-15 04:11,6492
02-15 04:21,6386
02-15 04:31,6419
02-15 04:41,6469
02-15 04:51,6407
02-15 05:01,6378
02-15 05:11,6485
02-15 05:21,6380
02-15 05:31,6377
02-15 05:41,6487
02-15 05:51,6370
02-15 06:01,6456
02-15 06:11,6318
02-15 06:21,6295
02-15 06:31,6407
02-15 06:41,6286
02-15 06:51,6356
02-15 07:01,6314
02-15 07:11,6358
02-15 07:21,6263
02-15 07:31,6272
02-15 07:41,6245
02-15 07:51,6109
02-15 08:01,6128
02-15 08:11,6201
02-15 08:21,6216
02-15 08:31,6251
02-15 08:41,6230
02-15 08:51,6292
02-15 09:01,6239
02-15 09:11,6300
02-15 09:21,6353
02-15 09:31,6302
02-15 09:41,6229
02-15 09:51,6273
02-15 10:01,6295
02-15 10:11,6219
02-15 10:21,6293
02-15 10:31,6368
02-15 10:41,6426
02-15 10:51,6429
02-15 11:01,6506
02-15 11:11,6650
02-15 11:21,6712
02-15 11:31,6742
02-15 11:41,6749
02-15 11:51,6826
02-15 12:00,6952
02-15 12:10,7026
02-15 12:20,7116
02-15 12:30,7183
02-15 12:40,7180
02-15 12:50,7153
02-15 13:00,7194
02-15 13:10,7138
02-15 13:20,7184
02-15 13:30,7107
02-15 13:40,7124
02-15 13:50,7187
02-15 14:00,7286
02-15 14:10,7201
02-15 14:20,7258
02-15 14:30,7200
02-15 14:40,7388
02-15 14:50,7295
02-15 15:00,7326
02-15 15:10,7364
02-15 15:20,7383
02-15 15:30,7486
02-15 15:40,7518
02-15 15:50,7478
02-15 16:00,7406
02-15 16:10,7434
02-15 16:20,7510
02-15 16:30,7428
02-15 16:40,7383
02-15 16:50,7514
02-15 17:00,7529
02-15 17:10,7422
02-15 17:20,7538
02-15 17:30,7413
02-15 17:40,7382
02-15 17:50,7441
02-15 18:00,7520
02-15 18:10,7542
02-15 18:20,7523
02-15 18:30,7489
02-15 18:40,7576
02-15 18:50,7527
02-15 19:00,7543
02-15 19:10,7522
02-15 19:20,7545
02-15 19:30,7539
02-15 19:40,7531
02-15 19:50,7517
02-15 20:00,7555
02-15 20:10,7491
02-15 20:20,7492
02-15 20:30,7526
02-15 20:40,7472
02-15 20:50,7478
02-15 21:00,7489
02-15 21:10,7482
02-15 21:20,7500
02-15 21:30,7514
02-15 21:40,7481
02-15 21:50,7499
02-15 22:00,7502
02-15 22:10,7510
02-15 22:20,7474
02-15 22:30,7444
02-15 22:40,7432
02-15 22:50,7415
02-15 23:00,7396
02-15 23:10,7392
02-15 23:20,7390
02-15 23:30,7349
02-15 23:40,7285
02-15 23:50,7250
02-16 00:00,7165
02-16 00:10,7140
02-16 00:20,7108
02-16 00:30,7066
02-16 00:40,7064
02-16 00:50,7033
02-16 01:00,7011
02-16 01:10,7020
02-16 01:20,7028
02-16 01:30,7047
02-16 01:40,7057
02-16 01:50,7090
02-16 02:00,7115
02-16 02:10,7139
02-16 02:20,7155
02-16 02:30,7162
02-16 02:41,7119
02-16 02:51,7025
02-16 03:01,6962
02-16 03:11,6880
02-16 03:21,6749
02-16 03:31,6657
02-16 03:41,6581
02-16 03:51,6479
02-16 04:01,6330
02-16 04:11,6250
02-16 04:21,6086
02-16 04:31,6000
02-16 04:41,5931
02-16 04:51,5903
02-16 05:01,5870
02-16 05:11,5826
02-16 05:21,5839
02-16 05:31,5791
02-16 05:41,5733
02-16 05:51,5730
02-16 06:01,5719
02-16 06:11,5686
02-16 06:21,5709
02-16 06:31,5681
02-16 06:41,5695
02-16 06:51,5667
02-16 07:01,5684
02-16 07:11,5702
02-16 07:21,5711
02-16 07:31,5735
02-16 07:41,5745
02-16 07:51,5731
02-16 08:01,5758
02-16 08:11,5704
02-16 08:21,5533
02-16 08:31,5492
02-16 08:41,5528
02-16 08:51,5465
02-16 09:01,5428
02-16 09:11,5427
02-16 09:21,5451
02-16 09:31,5464
02-16 09:41,5472
02-16 09:51,5490
02-16 10:01,5500
02-16 10:11,5520
02-16 10:21,5547
02-16 10:31,5557
02-16 10:41,5575
02-16 10:51,5694
02-16 11:01,5755
02-16 11:11,5834
02-16 11:21,5854
02-16 11:31,6042
02-16 11:41,6173
02-16 11:51,6294
02-16 12:00,6443
02-16 12:10,6563
02-16 12:20,6690
02-16 12:30,6834
02-16 12:40,6947
02-16 12:50,7109
02-16 13:00,7282
02-16 13:10,7492
02-16 13:20,7632
02-16 13:30,7762
02-16 13:40,7888
02-16 13:50,7994
02-16 14:00,8109
02-16 14:10,8201
02-16 14:20,8264
02-16 14:30,8442
02-16 14:40,8459
02-16 14:50,8551
02-16 15:00,8611
02-16 15:10,6905
02-16 15:20,6993
02-16 15:30,7185
02-16 15:40,7319
02-16 15:50,7473
02-16 16:00,7631
02-16 16:10,7847
02-16 16:20,8028
02-16 16:30,8102
02-16 16:40,8186
02-16 16:50,8233
02-16 17:00,8261
02-16 17:10,8361
02-16 17:20,8488
02-16 17:30,8552
02-16 17:40,8583
02-16 17:50,8613
02-16 18:00,8629
02-16 18:10,8687
02-16 18:20,8706
02-16 18:30,8789
02-16 18:40,8827
02-16 18:50,8896
02-16 19:00,8910
02-16 19:10,8945
02-16 19:20,8972
02-16 19:30,8947
02-16 19:40,8932
02-16 19:50,8897
02-16 20:00,8855
02-16 20:10,8810
02-16 20:20,8810
02-16 20:30,8777
02-16 20:40,8715
02-16 20:50,8724
02-16 21:00,8750
02-16 21:10,8767
02-16 21:20,8733
02-16 21:30,8699
02-16 21:40,8563
02-16 21:50,8516
02-16 22:00,8427
02-16 22:10,8239
02-16 22:20,8260
02-16 22:30,8193
02-16 22:40,8128
02-16 22:50,8021
02-16 23:00,7957
02-16 23:10,8005
02-16 23:20,8017
02-16 23:30,7968
02-16 23:40,7906
02-16 23:50,7930
02-17 00:00,7806
02-17 00:10,7813
02-17 00:20,7782
02-17 00:30,7759
02-17 00:40,7704
02-17 00:50,7668
02-17 01:00,7646
02-17 01:10,7621
02-17 01:20,7604
02-17 01:30,7574
02-17 01:40,7551
02-17 01:50,7518
02-17 02:00,7495
02-17 02:11,7447
02-17 02:21,7390
02-17 02:31,7410
02-17 02:41,7178
02-17 02:51,7132
02-17 03:01,7091
02-17 03:11,7011
02-17 03:21,6985
02-17 03:31,6948
02-17 03:41,6921
02-17 03:51,6891
02-17 04:01,6879
02-17 04:11,6867
02-17 04:21,6824
02-17 04:31,6799
02-17 04:41,6792
02-17 04:51,6789
02-17 05:01,6767
02-17 05:11,6718
02-17 05:21,6701
02-17 05:31,6709
02-17 05:41,6739
02-17 05:51,6731
02-17 06:01,6698
02-17 06:11,6722
02-17 06:21,6547
02-17 06:31,6514
02-17 06:41,6501
02-17 06:51,6465
02-17 07:01,6513
02-17 07:11,6477
02-17 07:21,6461
02-17 07:31,6484
02-17 07:41,6482
02-17 07:51,6498
02-17 08:01,6476
02-17 08:11,6458
02-17 08:21,6458
02-17 08:31,6458
02-17 08:41,6499
02-17 08:51,6492
02-17 09:01,6527
02-17 09:11,6621
02-17 09:21,6538
02-17 09:31,6499
02-17 09:41,6521
02-17 09:51,6529
02-17 10:01,6498
02-17 10:11,6416
02-17 10:21,4924
02-17 10:31,5167
02-17 10:41,5313
02-17 10:51,5392
02-17 11:01,5447
02-17 11:11,5353
02-17 11:21,5535
02-17 11:31,5458
02-17 11:41,5392
02-17 11:51,5492
02-17 12:00,5290
02-17 12:10,5566
02-17 12:20,6771
02-17 12:30,5911
02-17 12:40,5778
02-17 12:50,5683
02-17 13:00,5473
02-17 13:10,5408
02-17 13:20,5338
02-17 13:30,5375
02-17 13:40,5301
02-17 13:50,4839
02-17 14:00,5019
02-17 14:10,5911
02-17 14:20,6439
02-17 14:30,6865
02-17 14:40,6339
02-17 14:50,6364
02-17 15:00,6670
02-17 15:10,5806
02-17 15:20,6123
02-17 15:30,6738
02-17 15:40,6802
02-17 15:50,7100
02-17 16:00,7213
02-17 16:10,7163
02-17 16:20,7204
02-17 16:30,6923
02-17 16:40,7205
02-17 16:50,6418
02-17 17:00,7243
02-17 17:10,7731
02-17 17:20,6401
02-17 17:30,4951
02-17 17:40,4891
02-18 12:00,10326
02-19 12:00,8063
02-19 12:10,8550
02-19 12:20,8887
02-19 12:30,9271
02-19 12:40,9489
02-19 12:50,9672
02-19 13:00,9780
02-19 13:10,9302
02-19 13:20,6316
02-19 13:30,6073
02-19 13:40,5567
02-19 13:50,6017
02-19 14:00,6081
02-19 14:10,6447
02-19 14:20,6429
02-19 14:30,6188
02-19 14:40,5831
02-19 14:50,5964
02-19 15:00,6505
02-19 15:29,6043
02-19 15:39,5890
02-19 15:49,6146
02-19 15:59,6646
02-19 16:09,7144
02-19 16:19,7394
02-19 16:29,7716
02-19 16:39,8090
02-19 16:49,8231
02-19 16:59,8404
02-19 17:09,7762
02-19 17:19,7972
02-19 17:29,8208
02-19 17:39,8487
02-19 17:49,8753
02-19 17:59,8890
02-19 18:09,8882
02-19 18:19,9049
02-19 18:29,9252
02-19 18:39,9118
02-19 18:49,9134
02-19 18:59,9318
02-19 19:09,9129
02-19 19:19,9211
02-19 19:29,9438
02-19 19:39,9356
02-19 19:49,9149
02-19 19:59,9054
02-19 20:09,9219
02-19 20:19,9238
02-19 20:29,9073
02-19 20:39,9120
02-19 20:49,9095
02-19 20:59,8956
02-19 21:09,8892
02-19 21:19,9045
02-19 21:29,8981
02-19 21:39,8849
02-19 21:49,8852
02-19 21:59,8876
02-19 22:09,8778
02-19 22:19,8795
02-19 22:29,8714
02-19 22:39,8633
02-19 22:49,8753
02-19 22:59,8689
02-19 23:09,8694
02-19 23:19,8654
02-19 23:29,8655
02-19 23:39,8612
02-19 23:49,8606
02-19 23:59,8623
02-20 00:09,8544
02-20 00:19,8533
02-20 00:29,8309
02-20 00:39,8307
02-20 00:49,8403
02-20 00:59,8360
02-20 01:09,8292
02-20 01:19,8292
02-20 01:29,8201
02-20 01:39,8183
02-20 01:49,8135
02-20 01:59,8139
02-20 02:09,8104
02-20 02:19,7979
02-20 02:29,8129
02-20 02:39,7941
02-20 02:49,8032
02-20 02:59,7976
02-20 03:09,7988
02-20 03:19,7924
02-20 03:29,7870
02-20 03:39,7934
02-20 03:49,7884
02-20 03:59,7924
02-20 04:09,7780
02-20 04:19,7856
02-20 04:29,7728
02-20 04:39,7705
02-20 04:49,7670
02-20 04:59,7606
02-20 05:09,7619
02-20 05:19,7669
02-20 05:29,7616
02-20 05:39,7552
02-20 05:49,7545
02-20 05:59,7518
02-20 06:09,7419
02-20 06:19,7495
02-20 06:29,7470
02-20 06:39,7538
02-20 06:49,7637
02-20 06:59,7649
02-20 07:09,7538
02-20 07:19,7566
02-20 07:29,7490
02-20 07:39,7516
02-20 07:49,7551
02-20 07:59,7531
02-20 08:09,7459
02-20 08:19,7324
02-20 08:29,7295
02-20 08:40,7316
02-20 08:50,7391
02-20 09:00,7357
02-20 09:10,7412
02-20 09:20,7335
02-20 09:30,7320
02-20 09:40,7364
02-20 09:50,7314
02-20 10:00,7399
02-20 10:10,7299
02-20 10:20,7405
02-20 10:30,7335
02-20 10:40,7368
02-20 10:50,7326
02-20 11:00,7280
02-20 11:10,7399
02-20 11:20,7371
02-20 11:30,7543
02-20 11:40,7577
02-20 11:50,7804
02-20 12:00,7906
02-20 12:10,7971
02-20 12:20,8363
02-20 12:30,8535
02-20 12:40,8960
02-20 12:50,9184
02-20 13:00,9190
02-20 13:10,9290
02-20 13:20,9617
02-20 13:30,9635
02-20 13:40,9635
02-20 13:50,9693
02-20 14:00,9983
02-20 14:10,9871
02-20 14:20,9824
02-20 14:45,9997
02-20 14:45,9979
02-20 14:45,9984
02-20 14:45,9985
02-20 14:45,9984
02-20 14:45,9984
02-20 14:45,9999
02-20 14:45,10032
02-20 14:45,10018
02-20 14:45,10023
02-20 14:45,10020
02-20 14:45,10022
02-20 14:45,10007
02-20 14:45,9999
02-20 14:46,10018
02-20 14:46,10036
02-20 14:46,10024
02-20 14:46,10019
02-20 14:46,9999
02-20 14:46,9978
02-20 14:46,9988
02-20 14:46,9973
02-20 14:46,9972
02-20 14:46,9971
02-20 14:46,9959
02-20 14:46,9944
02-20 14:46,9971
02-20 14:46,9977
02-20 14:46,9986
02-20 14:46,9982
02-20 14:46,9994
02-20 14:46,10008
02-20 14:46,9988
02-20 14:46,9991
02-20 14:47,10016
02-20 14:47,9984
02-20 14:47,9979
02-20 14:47,9975
02-20 14:47,9972
02-20 14:47,9982
02-20 14:47,9980
02-20 14:47,9994
02-20 14:47,9986
02-20 14:47,9988
02-20 14:47,9980
02-20 14:47,9988
02-20 14:47,9987
02-20 14:47,9977
02-20 14:47,9984
02-20 14:47,9983
02-20 14:47,9993
02-20 14:47,9989
02-20 14:47,9975
02-20 14:47,9987
02-20 14:47,9991
02-20 14:47,9985
02-20 14:47,9990
02-20 14:47,9993
02-20 14:47,9994
02-20 14:47,10015
02-20 14:47,9997
02-20 14:47,9981
02-20 14:47,9986
02-20 14:47,9984
02-20 14:47,9996
02-20 14:47,9979
02-20 14:47,9985
02-20 14:47,9986
02-20 14:47,9979
02-20 14:47,9983
02-20 14:47,9988
02-20 14:47,9982
02-20 14:47,9986
02-20 14:47,9988
02-20 14:47,9999
02-20 14:47,9984
02-20 14:48,10016
02-20 14:48,9994
02-20 14:48,9993
02-20 14:48,10008
02-20 14:48,9996
02-20 14:48,9999
02-20 14:48,9997
02-20 14:48,9992
02-20 14:48,9991
02-20 14:48,9984
02-20 14:48,9985
02-20 14:48,9987
02-20 14:48,9986
02-20 14:48,9992
02-20 14:48,9984
02-20 14:48,9992
02-20 14:48,9991
02-20 14:48,9997
02-20 14:48,10008
02-20 14:48,9995
02-20 14:48,9982
02-20 14:48,9980
02-20 14:48,9980
02-20 14:48,9974
02-20 14:48,9981
02-20 14:48,9975
02-20 14:48,9977
02-20 14:48,9982
02-20 14:48,9886
02-20 14:48,9914
02-20 14:48,9844
02-20 14:48,9844
02-20 14:48,9849
02-20 14:48,9923
02-20 14:48,9943
02-20 14:48,9955
02-20 14:48,9947
02-20 14:48,9978
02-20 14:48,9987
02-20 14:48,9975
02-20 14:48,9971
02-20 14:48,9977
02-20 14:48,9997
02-20 14:48,9955
02-20 14:48,10146
02-20 14:49,10166
02-20 14:49,10101
02-20 14:49,10059
02-20 14:49,10039
02-20 14:49,10026
02-20 14:59,9972
02-20 15:22,9991
02-20 15:22,9940
02-20 15:22,10259
02-20 15:22,10219
02-20 15:22,10225
02-20 15:22,10186
02-20 15:22,10164
02-20 15:22,10137
02-20 15:23,10137
02-20 15:23,10113
02-20 15:23,10116
02-20 15:23,10105
02-20 15:23,10106
02-20 15:23,10110
02-20 15:23,10111
02-20 15:23,10125
02-20 15:24,10104
02-20 15:24,10096
02-20 15:24,10093
02-20 15:24,10111
02-20 15:24,10094
02-20 15:24,10092
02-20 15:24,10086
02-20 15:24,10084
02-20 15:25,10089
02-20 15:25,10113
02-20 15:25,10117
02-20 15:25,10099
02-20 15:25,10115
02-20 15:25,10112
02-20 15:25,10094
02-20 15:25,10102
02-20 15:26,10099
02-20 15:26,10092
02-20 15:26,10099
02-20 15:26,10096
02-20 15:26,10098
02-20 15:26,10118
02-20 15:26,10111
02-20 15:26,10118
02-20 15:27,10105
02-20 15:27,10120
02-20 15:27,10109
02-20 15:27,10102
02-20 15:27,10096
02-20 15:27,10100
02-20 15:27,10101
02-20 15:27,10108
02-20 15:28,10101
02-20 15:28,10107
02-20 15:28,10103
02-20 15:28,10100
02-20 15:28,10086
02-20 15:28,10094
02-20 15:28,10098
02-20 15:28,9971
02-20 15:29,10171
02-20 15:29,10140
02-20 15:29,10155
02-20 15:29,10132
02-20 15:29,10144
02-20 15:29,10125
02-20 15:29,10115
02-20 15:29,10118
02-20 15:30,10119
02-20 15:30,10104
02-20 15:30,10099
02-20 15:30,10101
02-20 15:30,10117
02-20 15:30,10106
02-20 15:30,10095
02-20 15:30,10104
02-20 15:31,10093
02-20 15:31,10086
02-20 15:31,10087
02-20 15:31,10086
02-20 15:31,10107
02-20 15:31,10112
02-20 15:31,10090
02-20 15:31,10090
02-20 15:32,10086
02-20 15:32,10083
02-20 15:32,10078
02-20 15:32,10086
02-20 15:32,10081
02-20 15:32,10077
02-20 15:32,10070
02-20 15:32,10060
02-20 15:33,10093
02-20 15:33,10081
02-20 15:33,10076
02-20 15:33,10082
02-20 15:33,10090
02-20 15:33,10096
02-20 15:33,10089
02-20 15:33,10085
02-20 15:34,10090
02-20 15:34,10114
02-20 15:34,10122
02-20 15:34,10116
02-20 15:34,10079
02-20 15:34,10104
02-20 15:34,10088
02-20 15:34,10086
02-20 15:35,10081
02-20 15:35,10078
02-20 15:35,10073
02-20 15:35,10054
02-20 15:35,9982
02-20 16:08,9968
02-20 16:08,9959
02-20 16:08,9930
02-20 16:08,9978
02-20 16:08,9928
02-20 16:08,9917
02-20 16:08,9929
02-20 16:08,9934
02-20 16:09,9914
02-20 16:09,10151
02-20 16:09,10166
02-20 16:09,10155
02-20 16:09,10110
02-20 16:09,10111
02-20 16:09,10112
02-20 16:09,10098
02-20 16:09,10074
02-20 16:10,10077
02-20 16:10,10077
02-20 16:10,10092
02-20 16:10,10100
02-20 16:10,10091
02-20 16:10,10092
02-20 16:10,10102
02-20 16:10,10084
02-20 16:11,10093
02-20 16:11,10087
02-20 16:11,10090
02-20 16:11,10102
02-20 16:11,10107
02-20 16:11,10123
02-20 16:12,10139
02-20 16:12,10142
02-20 16:12,10157
02-20 16:12,10164
02-20 16:12,10163
02-20 16:12,10174
02-20 16:12,10180
02-20 16:12,10191
02-20 16:13,10197
02-20 16:13,10197
02-20 16:13,10203
02-20 16:13,10204
02-20 16:13,10213
02-20 16:13,10213
02-20 16:13,10230
02-20 16:14,10232
02-20 16:14,10231
02-20 16:14,10239
02-20 16:14,10242
02-20 16:14,10248
02-20 16:14,10249
02-20 16:14,10254
02-20 16:14,10258
02-20 16:15,10257
02-20 16:15,10262
02-20 16:15,10265
02-20 16:15,10268
02-20 16:15,10152
02-20 16:15,10257
02-20 16:15,10405
02-20 16:15,10401
02-20 16:16,10361
02-20 16:16,10325
02-20 16:16,10305
02-20 16:16,10297
02-20 16:16,10297
02-20 16:16,10292
02-20 16:16,10295
02-20 16:17,10295
02-20 16:17,10294
02-20 16:17,10299
02-20 16:17,10290
02-20 16:17,10299
02-20 16:17,10306
02-20 16:17,10302
02-20 16:17,10302
02-20 16:18,10312
02-20 16:18,10309
02-20 16:18,10315
02-20 16:18,10306
02-20 16:18,10306
02-20 16:18,10312
02-20 16:18,10310
02-20 16:18,10306
02-20 16:19,10310
02-20 16:19,10297
02-20 16:19,10304
02-20 16:19,10298
02-20 16:19,10299
02-20 16:19,10308
02-20 16:19,10310
02-20 16:20,10307
02-20 16:20,10310
02-20 16:20,10305
02-20 16:20,10313
02-20 16:20,10316
02-20 16:20,10312
02-20 16:20,10298
02-20 16:21,10317
02-20 16:21,10313
02-20 16:21,10317
02-20 16:21,10314
02-20 16:21,10314
02-20 16:21,10309
02-20 16:21,10311
02-20 16:21,10309
02-20 16:22,10309
02-20 16:22,10304
02-20 16:22,10270
02-20 16:22,10241
02-20 16:22,10459
02-20 16:22,10396
02-20 16:22,10395
02-20 16:22,10341
02-20 16:23,10315
02-20 16:23,10300
02-20 16:23,10281
02-20 16:23,10268
02-20 16:23,10270
02-20 16:23,10263
02-20 16:23,10264
02-20 16:23,10260
02-20 16:23,10250
02-20 16:24,10256
02-20 16:24,10246
02-20 16:24,10252
02-20 16:24,10227
02-20 16:24,10233
02-20 16:24,10230
02-20 16:24,10228
02-20 16:25,10221
02-20 16:25,10230
02-20 16:25,10209
02-20 16:25,10207
02-20 16:25,10224
02-20 16:25,10209
02-20 16:25,10208
02-20 16:25,10213
02-20 16:26,10221
02-20 16:26,10211
02-20 16:26,10192
02-20 16:26,10190
02-20 16:26,10197
02-20 16:26,10172
02-20 16:26,10175
02-20 16:26,10172
02-20 16:27,10175
02-20 16:27,10182
02-20 16:27,10186
02-20 16:27,10189
02-20 16:27,10167
02-20 16:27,10164
02-20 16:27,10146
02-20 16:27,10170
02-20 16:28,10156
02-20 16:28,10162
02-20 16:28,10167
02-20 16:28,10167
02-20 16:28,10156
02-20 16:28,10157
02-20 16:28,10139
02-20 16:28,10139
02-20 16:28,10054
02-20 16:29,9992
02-20 16:29,9998
02-20 16:29,9992
02-20 16:29,10304
02-20 16:29,10257
02-20 16:29,10263
02-20 16:29,10207
02-20 16:29,10178
02-20 16:29,10156
02-20 16:29,10169
02-20 16:30,10159
02-20 16:30,10130
02-20 16:30,10121
02-20 16:30,10124
02-20 16:30,10116
02-20 16:30,10134
02-20 16:30,10121
02-20 16:30,10103
02-20 16:31,10118
02-20 16:31,10132
02-20 16:31,10146
02-20 16:31,10127
02-20 16:31,10115
02-20 16:31,10109
02-20 16:31,10105
02-20 16:31,10120
02-20 16:32,10108
02-20 16:32,10122
02-20 16:32,10116
02-20 16:32,10120
02-20 16:32,10105
02-20 16:32,10124
02-20 16:32,10121
02-20 16:32,10095
02-20 16:33,10109
02-20 16:33,10114
02-20 16:33,10085
02-20 16:43,9981
02-20 16:43,9971
02-20 16:43,9976
02-20 16:55,9976
02-20 16:55,9986
02-20 16:56,9939
02-20 16:56,10261
02-20 16:56,10236
02-20 16:56,10198
02-20 16:56,10168
02-20 16:56,10145
02-20 16:56,10122
02-20 16:57,10113
02-20 16:57,10109
02-20 16:57,10105
02-20 16:57,10103
02-20 16:57,10101
02-20 16:57,10102
02-20 16:58,10091
02-20 16:58,10082
02-20 16:58,10076
02-20 16:58,10076
02-20 16:58,10071
02-20 16:59,10054
02-20 16:59,10055
02-20 17:09,9904
02-20 17:19,9792
02-20 17:29,9858
02-20 17:39,9704
02-20 17:49,9574
02-20 17:59,9564
02-20 18:09,9479
02-20 18:19,9502
02-20 18:29,9394
02-20 18:39,9296
02-20 18:49,9375
02-20 18:59,9319
02-20 19:09,9305
02-20 19:19,9296
02-20 19:29,9263
02-20 19:39,9230
02-20 19:49,9120
02-20 19:59,9078
02-20 20:09,9204
02-20 20:19,9276
02-20 20:29,9336
02-20 20:39,9227
02-20 20:49,9173
02-20 20:59,9179
02-20 21:09,9083
02-20 21:19,9068
02-20 21:29,8995
02-20 21:39,8988
02-20 21:49,8905
02-20 21:59,8855
02-20 22:09,8804
02-20 22:19,8676
02-20 22:29,8751
02-20 22:39,8677
02-20 22:49,8677
02-20 22:59,8595
02-20 23:09,8619
02-20 23:19,8549
02-20 23:29,8497
02-20 23:39,8558
02-20 23:49,8497
02-20 23:59,8500
02-21 00:09,8403
02-21 00:19,8443
02-21 00:29,8433
02-21 00:39,8332
02-21 00:49,8319
02-21 00:59,8253
02-21 01:09,8301
02-21 01:19,8206
02-21 01:29,8226
02-21 01:39,8221
02-21 01:49,8223
02-21 01:59,8226
02-21 02:09,8177
02-21 02:19,8400
02-21 02:29,8408
02-21 02:39,8326
02-21 02:49,8332
02-21 02:59,8280
02-21 03:09,8211
02-21 03:19,8227
02-21 03:29,8153
02-21 03:39,8171
02-21 03:49,8208
02-21 03:59,8175
02-21 04:09,8228
02-21 04:19,8062
02-21 04:29,8002
02-21 04:39,8073
02-21 04:49,8089
02-21 04:59,8017
02-21 05:09,8045
02-21 05:19,7974
02-21 05:29,7955
02-21 05:34,8022
02-21 05:44,7972
02-21 05:54,8015
02-21 06:04,7965
02-21 06:14,7904
02-21 06:24,7955
02-21 06:34,7842
02-21 06:44,7871
02-21 06:54,7795
02-21 07:04,7803
02-21 07:14,7738
02-21 07:24,7729
02-21 07:34,7766
02-21 07:44,7744
02-21 07:54,7743
02-21 08:04,7640
02-21 08:14,7752
02-21 08:24,7740
02-21 08:34,7618
02-21 08:44,7472
02-21 08:54,7465
02-21 09:04,7337
02-21 09:14,7353
02-21 09:24,7242
02-21 09:34,7273
02-21 09:44,7212
02-21 09:54,7199
02-21 10:04,7196
02-21 10:14,7175
02-21 10:24,7269
02-21 10:34,7261
02-21 10:44,7410
02-21 10:54,7307
02-21 11:04,7304
02-21 11:14,7437
02-21 11:24,7297
02-21 11:34,7336
02-21 11:44,7277
02-21 11:54,7331
02-21 12:00,7239
02-21 12:10,7143
02-21 12:20,7149
02-21 12:30,7058
02-21 12:40,7118
02-21 12:50,7072
02-21 13:00,7080
02-21 13:10,7150
02-21 13:20,7122
02-21 13:30,7172
02-21 13:40,7237
02-21 13:50,7380
02-21 14:00,7419
02-21 14:10,7607
02-21 14:20,7921
02-21 14:30,7968
02-21 14:40,8037
02-21 14:50,8207
02-21 15:00,8534
02-21 15:10,8654
02-21 15:20,8779
02-21 15:30,9028
02-21 15:40,8092
02-21 15:50,8425
02-21 16:00,8751
02-22 12:00,8377
02-22 12:10,8703
02-22 12:20,8700
02-22 12:30,8755
02-22 12:40,8819
02-22 12:50,9126
02-22 13:00,9011
02-22 13:10,8972
02-22 13:20,9177
02-22 13:30,9130
02-22 13:40,9025
02-22 13:50,9090
02-22 14:00,9404
02-22 14:10,9284
02-22 14:20,9524
02-22 14:30,9367
02-22 14:40,9321
02-22 14:50,9309
02-22 15:00,9771
02-22 15:10,9689
02-22 15:20,9467
02-22 15:30,9428
02-22 15:40,9891
02-22 15:50,9559
02-22 16:00,9526
02-22 16:10,9659
02-22 16:20,9405
02-22 16:30,8859
02-22 16:40,8587
02-22 16:50,8615
02-22 17:00,8295
02-22 17:10,8262
02-22 17:20,8357
02-22 17:30,8362
02-22 17:40,8614
02-22 17:50,8772
02-22 18:00,8235
02-22 18:10,8179
02-22 18:20,8223
02-22 18:30,8264
02-22 18:40,8393
02-22 18:50,8309
02-22 19:00,8524
02-22 19:10,8308
02-22 19:20,8324
02-22 19:30,8196
02-22 19:40,8112
02-22 19:50,8167
02-22 20:00,8132
02-22 20:10,8202
02-22 20:20,8127
02-22 20:30,8217
02-22 20:40,8138
02-22 20:50,8060
02-22 21:00,8163
02-22 21:10,8132
02-22 21:20,8222
02-22 21:30,8127
02-22 21:40,8335
02-22 21:50,8168
02-22 22:00,8052
02-22 22:10,8073
02-22 22:20,7938
02-22 22:30,7994
02-22 22:40,7793
